crop_type,soil_moisture,temperature,rainfall,humidity,irrigate
Soybean,10.9,20.88,4.35,64.06,0
Rice,32.7,25.13,165.91,72.99,1
Maize,21.07,31.57,8.99,55.17,0
Soybean,25.8,27.38,19.93,88.27,1
Maize,55.27,37.64,164.07,83.37,1
Rice,28.33,36.89,6.85,33.99,1
Maize,54.02,17.64,13.9,30.33,1
Wheat,31.75,17.87,286.93,65.0,0
Maize,37.45,36.3,74.97,55.99,1
Soybean,22.03,34.81,263.91,60.73,0
Cotton,31.61,39.02,19.25,35.42,1
Soybean,50.06,27.58,144.53,42.09,1
Wheat,49.7,20.37,145.76,37.37,1
Rice,51.22,26.66,267.76,75.14,1
Maize,41.66,21.72,84.81,33.25,0
Soybean,42.08,32.75,12.94,31.53,0
Cotton,20.67,28.3,15.41,50.9,0
Soybean,24.11,30.24,39.11,50.42,1
Soybean,46.25,31.36,276.93,42.06,1
Maize,52.55,27.33,109.73,87.47,1
Cotton,30.37,31.01,23.28,57.08,1
Wheat,41.3,22.68,232.24,77.14,0
Rice,11.33,15.75,78.27,43.1,0
Wheat,41.04,24.95,50.79,58.4,1
Rice,27.65,32.8,171.08,46.68,0
Wheat,24.64,15.75,177.91,57.73,0
Cotton,17.55,19.21,297.73,55.64,1
Maize,53.06,18.78,90.11,61.63,0
Soybean,32.29,19.76,271.44,60.87,1
Rice,39.61,24.36,232.81,77.99,0
Rice,56.55,16.63,103.44,45.47,1
Cotton,24.06,32.67,276.7,52.39,0
Cotton,41.75,34.03,121.05,76.45,0
Cotton,44.26,38.61,25.21,70.66,0
Rice,26.51,18.15,179.32,71.85,0
Soybean,25.36,23.72,42.07,59.59,1
Soybean,12.52,34.8,236.66,71.99,0
Cotton,30.09,15.14,42.84,82.55,1
Wheat,13.61,38.6,127.53,50.5,1
Cotton,56.0,34.63,169.65,81.21,1
Rice,17.85,21.52,187.66,73.76,1
Soybean,32.29,19.76,271.44,60.87,1
Wheat,55.98,36.95,157.4,48.7,0
Cotton,59.2,33.11,282.67,50.28,1
Maize,38.85,17.46,223.17,83.97,1
Soybean,45.4,35.64,37.86,50.35,0
Soybean,31.82,29.4,35.65,58.85,0
Cotton,11.04,30.02,0.39,41.88,1
Rice,49.0,34.22,110.31,59.62,1
Soybean,50.06,27.58,144.53,42.09,1
Soybean,58.1,28.73,265.58,45.57,1
Wheat,38.64,24.82,39.63,36.3,0
Wheat,47.92,19.09,190.96,32.4,0
Wheat,52.74,17.99,188.24,79.8,0
Wheat,11.06,37.81,215.01,53.69,0
Soybean,28.61,28.23,53.23,54.24,0
Maize,39.61,18.54,190.48,76.96,0
Maize,38.95,23.68,190.4,71.65,1
Rice,18.34,25.64,168.2,84.03,1
Maize,37.32,20.78,166.16,49.55,1
Maize,45.5,15.82,37.27,55.01,0
Rice,41.76,28.33,113.37,81.53,1
Rice,12.95,28.89,75.56,61.91,1
Cotton,44.36,30.46,168.83,30.71,1
Rice,48.32,32.2,244.55,52.35,0
Wheat,56.48,17.3,173.35,62.87,1
Cotton,46.9,19.39,241.41,32.83,0
Cotton,21.15,28.45,214.65,44.53,0
Soybean,13.03,26.34,86.86,53.5,0
Cotton,47.23,30.36,95.98,51.87,0
Cotton,35.08,23.53,136.22,58.29,0
Cotton,25.79,26.78,77.98,49.93,1
Wheat,44.35,31.23,44.16,41.83,0
Maize,35.13,24.29,152.86,81.43,0
Soybean,19.53,20.36,140.36,64.64,1
Wheat,43.73,26.03,172.21,57.95,1
Rice,51.3,26.66,72.27,70.13,0
Maize,15.71,31.81,53.81,79.87,0
Cotton,57.81,24.02,110.62,87.8,0
Rice,13.98,34.2,231.13,77.18,1
Soybean,50.89,23.17,182.86,72.26,1
Wheat,32.57,27.43,100.73,76.71,0
Maize,52.25,16.23,47.16,86.27,1
Soybean,40.39,34.93,61.23,84.76,1
Cotton,48.63,22.29,13.38,65.98,1
Maize,11.04,39.95,286.09,75.49,1
Soybean,36.22,35.18,216.93,80.68,1
Maize,58.62,19.16,156.54,61.22,0
Cotton,30.09,15.14,42.84,82.55,1
Maize,24.28,27.64,114.14,45.79,1
Maize,42.88,23.89,103.55,34.65,0
Cotton,41.51,22.46,5.39,52.51,0
Wheat,19.83,23.43,265.46,61.93,0
Soybean,21.53,23.69,186.11,40.76,0
Soybean,31.93,27.64,3.39,69.7,0
Cotton,31.04,38.7,191.98,71.54,0
Cotton,24.59,34.72,234.65,61.02,0
Maize,33.86,19.77,143.09,83.5,1
Cotton,32.73,29.58,93.86,67.28,1
Rice,28.01,30.75,76.81,43.64,0
Cotton,47.68,21.01,126.29,44.06,0
Soybean,52.88,19.71,67.05,39.57,0
Cotton,17.59,33.72,103.93,56.12,0
Wheat,36.58,16.09,183.78,48.37,0
Maize,43.47,38.36,69.39,81.52,1
Soybean,59.63,29.23,270.22,84.51,1
Soybean,39.22,38.64,55.05,87.95,1
Maize,21.07,31.57,8.99,55.17,0
Soybean,26.46,16.89,288.09,33.24,0
Maize,42.17,15.54,61.6,53.6,0
Wheat,39.71,16.01,115.46,88.71,0
Wheat,15.81,27.99,72.75,50.23,0
Wheat,45.87,29.03,278.02,89.98,1
Cotton,13.16,23.1,120.15,48.66,1
Maize,58.7,28.25,169.93,37.46,1
Soybean,24.09,16.24,10.67,73.5,0
Soybean,50.7,23.93,139.19,37.05,0
Rice,19.58,32.06,129.29,85.15,0
Maize,20.07,24.91,260.65,71.96,0
Soybean,13.49,19.74,188.49,78.81,1
Cotton,53.66,31.82,104.36,51.42,0
Rice,34.63,37.88,284.47,44.6,0
Wheat,41.83,18.05,121.85,50.91,0
Cotton,31.69,15.37,140.94,30.14,1
Soybean,54.85,18.05,108.43,53.22,1
Cotton,48.23,34.34,85.19,38.68,1
Soybean,16.2,28.9,150.92,36.46,0
Wheat,15.81,22.24,19.89,62.12,1
Soybean,10.85,21.31,41.35,78.45,1
Rice,38.61,22.55,85.31,57.58,1
Maize,44.44,15.2,55.87,69.51,1
Soybean,12.83,22.56,63.86,45.37,0
Maize,25.37,19.49,101.78,73.92,0
Maize,42.17,15.54,61.6,53.6,0
Cotton,15.16,22.76,86.02,69.19,0
Wheat,25.83,29.77,296.67,83.08,1
Rice,58.9,33.19,225.27,82.14,0
Soybean,49.16,29.81,222.65,48.43,1
Maize,49.36,36.91,102.0,45.89,1
Soybean,41.61,18.56,3.46,63.16,0
Soybean,40.73,36.97,288.49,37.13,1
Soybean,16.93,34.34,118.45,34.61,0
Cotton,31.61,39.02,19.25,35.42,1
Wheat,23.96,38.1,224.45,76.99,0
Wheat,39.08,34.71,89.04,56.92,1
Cotton,16.67,38.78,90.4,76.12,1
Rice,22.04,18.4,99.49,64.45,0
Cotton,29.68,27.48,90.86,64.99,1
Rice,24.01,21.7,59.63,42.36,1
Wheat,50.35,24.31,25.42,53.94,1
Wheat,39.18,39.65,282.48,43.5,0
Wheat,55.24,19.44,113.67,63.78,0
Rice,11.36,28.21,285.76,65.34,1
Maize,20.63,39.52,64.05,53.01,0
Maize,15.71,31.81,53.81,79.87,0
Cotton,48.74,38.04,78.5,83.74,0
Cotton,17.35,38.66,71.83,86.6,0
Wheat,16.94,17.88,194.36,37.65,0
Maize,21.92,20.37,281.98,61.99,0
Wheat,57.3,37.89,175.46,47.38,1
Cotton,10.63,30.03,190.4,51.53,0
Wheat,58.42,36.13,270.65,60.49,0
Cotton,17.59,33.72,103.93,56.12,0
Rice,17.88,25.65,100.64,43.59,1
Rice,33.97,25.08,67.14,38.72,0
Rice,22.04,25.96,50.4,37.46,0
Maize,13.93,32.68,134.13,40.48,1
Rice,58.77,22.6,201.6,74.32,1
Soybean,14.81,24.32,23.29,44.71,0
Cotton,11.03,28.67,183.15,35.45,0
Maize,17.5,29.47,97.8,75.07,1
Wheat,10.61,26.13,94.87,41.35,0
Rice,53.65,33.62,234.66,68.34,0
Soybean,26.02,27.25,218.84,83.26,0
Rice,57.68,30.61,176.6,75.08,1
Rice,57.39,16.16,45.67,86.94,0
Rice,16.13,35.51,255.52,85.76,1
Soybean,26.38,18.06,125.73,44.2,1
Maize,22.6,37.72,44.79,69.62,0
Maize,25.28,15.5,12.2,36.56,0
Maize,31.75,28.83,142.0,61.37,1
Wheat,58.07,39.07,135.12,56.52,1
Wheat,47.24,15.77,272.91,57.7,0
Soybean,46.54,31.68,278.92,38.44,1
Maize,34.75,21.24,255.59,36.73,1
Maize,31.85,35.88,69.48,55.28,1
Wheat,58.53,27.47,200.97,55.96,1
Soybean,32.31,37.39,64.13,41.93,1
Rice,19.11,21.24,152.11,81.22,0
Wheat,55.24,19.44,113.67,63.78,0
Cotton,41.14,26.89,5.09,43.69,0
Cotton,11.8,23.47,27.81,83.87,0
Maize,54.56,25.42,144.11,80.89,0
Cotton,16.59,16.27,16.43,33.6,1
Maize,37.32,20.78,166.16,49.55,1
Soybean,50.75,22.0,263.86,87.5,1
Maize,26.81,35.36,136.09,69.61,0
Cotton,34.36,36.32,171.41,89.35,1
Cotton,11.8,23.47,27.81,83.87,0
Rice,16.13,35.51,255.52,85.76,1
Wheat,48.46,18.2,254.88,87.91,1
Soybean,43.09,23.75,244.82,46.99,1
Soybean,30.97,39.64,57.64,62.15,0
Soybean,40.47,29.95,225.55,46.62,1
Cotton,36.38,27.08,67.63,81.4,0
Rice,27.57,30.95,80.74,84.74,1
Soybean,54.32,17.3,211.09,30.43,1
Rice,49.98,37.25,99.06,44.09,1
Rice,52.89,21.69,72.41,33.88,0
Wheat,15.95,36.23,111.01,31.0,1
Wheat,48.66,26.88,174.1,32.7,1
Soybean,50.44,28.42,258.16,40.94,0
Soybean,29.89,31.84,106.36,64.37,1
Wheat,27.08,32.61,229.8,43.25,0
Wheat,54.88,36.56,84.03,38.83,0
Soybean,50.58,36.73,7.88,69.81,0
Soybean,46.78,19.09,7.51,33.12,0
Rice,51.07,38.9,111.86,89.97,1
Cotton,42.28,25.36,245.97,84.06,0
Rice,56.89,36.6,49.89,75.64,0
Maize,45.57,22.37,149.7,75.37,1
Maize,44.94,22.76,208.87,89.6,1
Rice,59.02,15.39,287.64,73.96,1
Cotton,58.06,34.44,62.64,88.49,0
Maize,44.62,24.77,222.63,63.75,1
Wheat,22.55,21.36,248.94,48.38,1
Wheat,13.59,39.11,40.63,43.56,1
Rice,54.44,27.37,183.5,31.43,1
Maize,33.86,19.77,143.09,83.5,1
Cotton,42.67,22.41,167.58,48.18,1
Maize,24.41,23.18,121.44,89.35,1
Rice,17.64,33.66,159.78,50.36,1
Maize,34.08,36.99,298.89,44.33,1
Soybean,38.23,28.87,251.18,89.91,0
Cotton,11.52,32.54,56.91,77.99,0
Rice,54.68,30.31,200.18,55.94,0
Maize,37.12,21.14,194.0,45.4,0
Wheat,26.57,25.98,86.84,49.11,1
Wheat,16.83,16.3,10.43,65.4,1
Cotton,23.82,22.69,17.84,59.24,0
Cotton,38.06,33.6,261.3,35.27,0
Wheat,58.88,39.63,291.88,34.17,1
Wheat,18.43,28.7,138.06,63.87,0
Cotton,37.08,28.58,237.97,74.8,0
Rice,58.05,34.18,129.69,31.14,1
Soybean,38.55,29.1,253.46,59.85,0
Rice,15.42,31.37,219.86,76.07,1
Cotton,19.31,16.15,231.64,64.78,1
Cotton,12.15,38.45,263.27,63.66,1
Wheat,22.88,18.81,25.44,33.28,1
Maize,42.25,26.91,14.56,31.9,1
Rice,37.55,29.93,14.3,42.62,1
Cotton,37.15,38.72,40.84,37.74,0
Rice,23.86,34.54,107.02,34.42,0
Wheat,33.05,37.32,295.35,78.01,0
Maize,15.06,38.91,100.86,56.31,1
Cotton,56.64,32.94,89.63,35.35,0
Cotton,54.72,33.91,253.29,69.63,0
Maize,10.41,31.48,171.66,36.6,0
Soybean,13.49,19.74,188.49,78.81,1
Soybean,24.28,36.12,143.76,76.58,0
Wheat,52.42,16.01,76.91,37.67,1
Cotton,22.13,33.59,20.73,68.53,0
Rice,11.13,17.15,0.57,32.65,1
Cotton,15.93,18.04,58.88,80.26,0
Cotton,20.81,18.42,263.67,71.04,1
Cotton,20.04,27.58,75.08,63.7,0
Wheat,41.14,37.06,189.93,55.56,1
Wheat,49.49,38.55,77.39,87.87,0
Maize,13.45,31.6,48.15,74.87,0
Maize,15.06,21.63,149.32,36.91,0
Cotton,10.89,17.02,209.7,83.46,0
Rice,16.8,17.2,23.04,33.91,0
Rice,38.35,30.78,48.18,34.23,1
Cotton,18.13,18.69,90.49,72.27,1
Maize,29.28,26.46,93.62,75.7,0
Soybean,43.81,28.54,205.76,38.0,1
Wheat,58.07,39.07,135.12,56.52,1
Soybean,60.0,32.06,12.22,32.15,0
Cotton,40.51,15.77,294.32,39.75,0
Soybean,11.88,15.36,22.12,53.59,1
Cotton,39.64,31.21,36.98,54.78,0
Rice,23.31,30.85,211.37,34.35,1
Soybean,25.8,27.38,19.93,88.27,1
Wheat,24.64,24.21,296.27,75.6,0
Maize,32.91,38.37,66.76,74.19,0
Soybean,56.47,33.49,34.76,52.22,0
Wheat,54.21,33.05,68.95,70.31,1
Cotton,13.88,31.26,179.24,62.04,1
Cotton,10.28,18.79,241.1,85.14,1
Cotton,15.39,37.38,155.1,79.06,0
Maize,44.48,32.29,16.41,64.7,1
Wheat,26.57,25.98,86.84,49.11,1
Cotton,55.46,23.0,267.87,39.31,0
Soybean,59.63,29.23,270.22,84.51,1
Cotton,29.53,15.94,14.01,89.78,1
Cotton,20.04,27.58,75.08,63.7,0
Maize,38.75,22.36,141.69,40.28,0
Wheat,53.42,17.04,257.55,53.58,1
Soybean,45.4,22.96,31.56,41.51,0
Maize,42.17,15.54,61.6,53.6,0
Rice,23.86,34.54,107.02,34.42,0
Rice,52.89,21.69,72.41,33.88,0
Maize,29.5,23.54,39.19,45.88,0
Wheat,47.92,19.09,190.96,32.4,0
Rice,26.79,32.5,103.24,86.21,0
Cotton,14.79,33.8,201.61,43.81,0
Soybean,47.1,31.2,173.4,56.85,1
Wheat,40.1,39.63,186.82,30.29,0
Rice,52.26,39.33,280.24,72.99,1
Soybean,29.6,37.23,177.35,73.27,1
Maize,36.83,22.54,283.53,76.48,1
Soybean,26.38,18.06,125.73,44.2,1
Cotton,44.26,38.61,25.21,70.66,0
Soybean,32.34,17.55,137.77,43.95,1
Cotton,49.81,38.31,29.32,52.89,1
Cotton,41.45,31.24,153.47,53.89,1
Wheat,32.88,22.86,158.08,51.23,1
Wheat,52.34,35.94,233.42,39.15,1
Rice,37.76,39.97,19.55,80.58,1
Soybean,33.66,26.69,0.33,42.48,0
Soybean,57.13,39.71,110.66,73.41,1
Rice,14.84,30.1,153.82,84.24,0
Cotton,54.23,31.32,128.21,86.37,1
Cotton,58.76,20.06,78.96,87.19,1
Rice,16.8,17.2,23.04,33.91,0
Soybean,33.66,26.69,0.33,42.48,0
Soybean,28.42,20.13,57.28,43.32,1
Wheat,30.58,21.62,164.36,40.78,0
Maize,17.5,29.47,97.8,75.07,1
Cotton,59.96,29.14,3.14,66.22,0
Wheat,31.28,20.84,236.04,32.69,0
Soybean,24.11,30.24,39.11,50.42,1
Wheat,10.0,30.42,89.29,38.69,1
Maize,44.94,22.76,208.87,89.6,1
Cotton,44.5,18.04,292.57,49.93,0
Soybean,32.27,25.09,74.08,34.5,0
Rice,40.22,15.13,249.07,68.14,1
Maize,58.08,29.52,18.48,66.82,0
Wheat,25.84,16.55,254.33,72.55,0
Wheat,33.05,37.32,295.35,78.01,0
Maize,28.39,20.55,80.74,64.27,0
Cotton,34.51,39.34,140.27,52.04,0
Rice,40.36,38.19,4.52,49.13,1
Cotton,18.37,20.63,194.66,76.2,1
Soybean,36.6,19.05,44.33,73.97,1
Maize,48.31,16.75,241.55,57.29,0
Maize,13.52,24.12,235.01,40.39,0
Rice,13.54,35.24,253.65,44.12,0
Maize,49.85,29.07,187.07,37.96,0
Rice,44.74,30.23,185.66,68.05,1
Cotton,59.13,21.44,156.09,70.4,0
Wheat,28.07,35.36,65.63,65.88,0
Wheat,21.71,18.85,271.56,73.22,1
Rice,18.34,25.64,168.2,84.03,1
Cotton,48.74,38.04,78.5,83.74,0
Cotton,41.87,15.88,43.1,59.26,1
Wheat,47.83,30.05,276.4,67.11,1
Cotton,24.09,19.53,203.9,47.41,0
Cotton,47.85,20.08,85.76,75.07,1
Rice,39.5,38.87,269.4,67.04,0
Wheat,26.19,27.58,232.05,86.76,0
Wheat,25.92,28.36,283.96,37.52,1
Maize,33.78,34.24,28.78,49.07,0
Rice,58.05,34.18,129.69,31.14,1
Soybean,21.18,28.41,20.25,40.69,1
Cotton,31.69,15.37,140.94,30.14,1
Soybean,59.25,31.34,273.26,65.87,1
Maize,48.04,20.24,221.93,37.43,0
Cotton,53.7,24.49,89.56,69.1,0
Cotton,11.57,37.42,21.57,40.83,0
Wheat,23.6,39.95,29.03,73.96,0
Rice,51.07,38.9,111.86,89.97,1
Soybean,29.25,23.35,193.79,35.21,1
Soybean,20.93,33.35,232.09,88.59,1
Cotton,35.4,27.03,185.67,70.94,0
Soybean,34.77,27.13,129.02,83.67,1
Cotton,10.63,30.03,190.4,51.53,0
Maize,43.61,25.66,205.5,71.43,1
Maize,17.8,28.32,222.18,35.19,0
Soybean,40.47,29.95,225.55,46.62,1
Maize,32.52,17.22,154.68,73.67,0
Soybean,52.6,25.92,16.73,70.34,1
Rice,12.66,34.52,119.42,45.94,1
Soybean,52.88,19.71,67.05,39.57,0
Wheat,22.87,24.42,238.81,87.53,1
Soybean,59.68,15.88,143.26,54.95,1
Rice,46.04,21.81,228.2,41.77,1
Maize,44.81,31.12,262.01,40.08,1
Soybean,12.62,35.03,199.89,49.26,0
Soybean,18.23,34.35,21.93,30.5,1
Maize,56.58,31.62,155.12,67.4,0
Maize,20.63,39.52,64.05,53.01,0
Wheat,40.81,32.11,258.63,61.97,0
Soybean,32.65,19.84,271.77,57.29,0
Cotton,10.69,26.44,7.83,70.52,0
Rice,39.82,28.42,287.04,87.95,1
Rice,42.82,24.0,266.68,89.33,1
Wheat,56.1,25.25,197.74,63.29,0
Wheat,47.47,23.84,158.67,45.43,1
Cotton,40.18,17.66,161.35,66.13,1
Soybean,40.72,32.84,106.28,69.92,0
Wheat,25.92,28.36,283.96,37.52,1
Soybean,43.68,32.56,198.1,56.55,0
Cotton,10.04,23.67,271.97,73.14,0
Wheat,34.66,27.55,63.75,48.88,1
Rice,47.86,33.95,184.85,71.87,0
Rice,19.11,21.24,152.11,81.22,0
Wheat,44.71,22.55,1.52,61.92,1
Soybean,24.97,19.02,202.61,30.43,0
Rice,16.08,32.96,246.12,58.11,0
Cotton,29.94,34.0,100.54,53.03,1
Maize,39.5,28.07,275.82,59.73,0
Rice,42.59,21.77,12.12,40.34,1
Maize,13.03,33.97,270.27,62.5,1
Soybean,39.96,21.89,74.08,78.11,0
Wheat,30.85,33.84,106.73,43.16,1
Soybean,45.24,20.74,66.58,64.51,0
Wheat,41.43,28.9,123.12,46.89,1
Wheat,44.38,19.76,128.09,80.99,1
Soybean,22.41,27.82,89.69,30.47,0
Cotton,47.44,35.48,30.71,70.09,1
Cotton,44.26,38.61,25.21,70.66,0
Wheat,41.0,30.69,143.84,59.2,1
Cotton,31.04,38.7,191.98,71.54,0
Wheat,22.27,36.69,142.59,87.91,0
Rice,33.02,37.58,137.08,67.48,0
Cotton,50.72,33.12,144.99,87.85,0
Wheat,42.4,37.05,93.64,79.38,0
Wheat,47.62,30.92,26.06,37.57,1
Maize,26.82,23.46,267.78,87.48,0
Soybean,33.76,38.4,272.33,31.88,1
Rice,59.04,29.87,79.62,71.19,1
Cotton,45.06,23.11,48.25,76.37,1
Cotton,40.45,21.86,55.55,77.55,0
Cotton,57.67,22.85,194.76,83.36,1
Maize,36.83,22.54,283.53,76.48,1
Rice,58.32,31.58,19.72,46.19,0
Cotton,44.75,36.55,205.83,76.94,1
Soybean,38.23,28.87,251.18,89.91,0
Wheat,23.75,21.5,106.66,89.47,1
Wheat,54.81,18.96,120.94,38.47,0
Cotton,26.01,32.74,34.35,74.76,0
Rice,44.75,16.39,41.57,57.71,0
Wheat,18.02,37.8,247.53,88.69,0
Rice,17.88,25.65,100.64,43.59,1
Cotton,54.99,35.23,266.03,86.82,0
Wheat,35.89,15.59,229.53,57.91,0
Cotton,28.44,17.46,183.22,52.87,1
Soybean,19.21,34.98,96.3,51.06,0
Maize,25.28,15.5,12.2,36.56,0
Maize,52.25,16.23,47.16,86.27,1
Rice,34.41,15.51,0.12,48.53,0
Cotton,17.35,38.66,71.83,86.6,0
Rice,26.57,27.33,28.34,34.9,0
Maize,51.24,23.37,150.19,81.6,1
Cotton,11.03,28.67,183.15,35.45,0
Wheat,42.81,21.71,24.51,48.25,0
Cotton,18.15,29.43,65.33,80.31,1
Wheat,31.93,22.18,270.77,87.25,1
Wheat,38.03,21.83,146.15,88.6,0
Rice,12.56,19.83,115.07,61.38,0
Wheat,35.33,34.07,64.11,55.29,0
Cotton,41.45,31.24,153.47,53.89,1
Wheat,22.9,24.05,99.69,73.83,1
Soybean,35.52,34.96,240.92,65.42,0
Rice,40.44,28.54,170.09,49.9,0
Soybean,55.78,37.54,202.09,62.0,0
Rice,34.64,20.24,52.57,32.83,1
Cotton,31.79,32.86,196.24,61.0,0
Soybean,38.45,27.58,47.47,86.46,0
Wheat,42.81,21.71,24.51,48.25,0
Rice,24.29,17.36,178.09,71.51,0
Soybean,54.23,36.57,132.84,64.3,0
Maize,38.99,33.43,210.08,70.89,1
Wheat,39.08,34.71,89.04,56.92,1
Soybean,42.08,32.75,12.94,31.53,0
Rice,52.86,34.45,270.4,41.05,0
Wheat,58.64,19.86,274.69,75.76,1
Wheat,58.4,26.62,248.45,42.13,1
Rice,39.1,31.06,53.25,45.97,0
Soybean,28.42,20.13,57.28,43.32,1
Cotton,58.96,30.59,188.53,69.47,0
Rice,47.34,36.79,119.43,70.45,1
Rice,28.01,30.75,76.81,43.64,0
Soybean,60.0,32.06,12.22,32.15,0
Cotton,31.6,36.76,241.92,84.88,0
Cotton,14.79,33.8,201.61,43.81,0
Rice,12.19,16.94,70.38,61.45,1
Wheat,32.57,27.43,100.73,76.71,0
Maize,13.71,37.05,35.79,57.52,1
Wheat,21.26,37.74,233.14,33.61,0
Wheat,56.91,17.31,201.01,70.82,1
Maize,14.6,32.14,61.18,36.98,0
Maize,24.61,24.46,91.93,40.31,0
Maize,29.28,26.46,93.62,75.7,0
Wheat,59.37,28.42,11.72,48.34,0
Rice,24.85,21.48,271.5,69.8,1
Soybean,56.77,36.08,76.73,75.16,1
Wheat,54.88,36.56,84.03,38.83,0
Wheat,16.74,32.33,61.36,45.91,1
Rice,48.77,31.54,135.25,78.96,1
Soybean,11.91,20.34,64.04,84.94,1
Cotton,25.46,23.09,200.94,59.02,1
Maize,59.82,23.6,57.19,66.47,0
Soybean,58.1,28.73,265.58,45.57,1
Cotton,31.64,30.63,55.72,48.57,0
Cotton,48.29,18.63,89.88,88.27,0
Cotton,53.0,35.56,274.37,79.85,0
Maize,26.36,37.98,185.56,77.18,1
Maize,11.81,17.31,167.24,84.25,1
Wheat,20.92,25.41,203.04,64.95,1
Soybean,43.81,28.54,205.76,38.0,1
Rice,26.76,19.39,39.27,86.52,1
Rice,43.34,30.07,106.11,76.35,1
Rice,14.31,37.81,191.92,68.81,0
Maize,44.36,25.41,113.18,30.17,1
Maize,43.7,28.65,15.11,75.22,0
Wheat,43.73,26.03,172.21,57.95,1
Maize,53.67,39.73,269.66,47.32,0
Maize,58.7,28.25,169.93,37.46,1
Maize,10.41,31.48,171.66,36.6,0
Soybean,17.79,39.04,80.59,53.13,0
Rice,19.58,32.06,129.29,85.15,0
Rice,53.65,33.62,234.66,68.34,0
Soybean,50.8,18.82,166.45,59.92,1
Rice,38.61,22.55,85.31,57.58,1
Wheat,13.84,32.32,39.71,38.73,1
Cotton,15.93,18.04,58.88,80.26,0
Soybean,16.06,19.57,168.63,79.64,1
Wheat,55.21,31.95,7.49,75.36,0
Rice,52.26,39.33,280.24,72.99,1
Cotton,39.89,18.23,255.01,71.2,0
Wheat,46.72,20.01,285.01,81.68,0
Soybean,41.4,20.18,285.87,41.39,0
Soybean,30.18,25.59,247.15,64.88,0
Wheat,37.99,22.87,296.67,43.69,0
Maize,32.28,20.3,221.79,45.11,0
Maize,30.29,24.97,241.47,37.5,1
Maize,12.2,16.13,118.21,42.5,0
Maize,49.26,18.93,265.78,66.69,1
Maize,53.06,18.78,90.11,61.63,0
Maize,55.54,16.84,56.99,83.09,1
Rice,42.2,23.07,9.74,77.7,1
Rice,15.42,31.37,219.86,76.07,1
Soybean,39.22,38.64,55.05,87.95,1
Soybean,23.83,37.22,211.23,39.26,0
Cotton,37.83,32.72,85.75,33.32,1
Rice,19.11,21.24,152.11,81.22,0
Cotton,15.25,19.41,237.32,75.79,1
Wheat,53.11,21.37,201.88,70.87,0
Rice,11.0,37.34,0.99,63.02,0
Cotton,56.26,24.86,30.41,56.16,1
Wheat,23.41,19.0,291.94,34.99,0
Rice,25.93,35.13,292.41,44.59,0
Cotton,43.74,20.2,204.8,86.09,1
Rice,56.67,30.16,104.71,47.83,1
Rice,39.29,17.54,251.08,63.51,0
Wheat,32.11,25.24,103.8,39.12,1
Wheat,25.06,26.22,33.56,56.09,0
Maize,50.54,19.56,219.58,70.25,0
Maize,26.94,35.55,33.79,34.88,0
Soybean,30.05,39.53,12.13,63.73,0
Soybean,57.02,31.73,40.84,88.48,1
Rice,22.44,37.94,153.53,51.45,0
Cotton,34.51,39.34,140.27,52.04,0
Rice,34.22,16.58,44.49,68.34,1
Rice,49.46,29.38,172.84,72.45,1
Maize,10.42,27.01,3.24,56.86,0
Wheat,13.28,15.51,79.49,65.2,1
Soybean,45.4,35.64,37.86,50.35,0
Rice,48.28,19.34,0.72,66.04,0
Wheat,38.54,31.59,296.36,41.37,0
Soybean,52.69,28.91,266.67,79.04,0
Soybean,50.89,23.17,182.86,72.26,1
Rice,30.78,19.87,217.87,47.58,1
Rice,48.28,19.34,0.72,66.04,0
Soybean,50.98,27.54,220.55,56.25,1
Wheat,53.11,21.37,201.88,70.87,0
Wheat,28.25,15.49,86.36,77.75,0
Soybean,18.83,17.03,73.65,68.41,0
Maize,47.47,19.5,30.5,47.84,0
Soybean,22.88,20.7,187.88,70.54,1
Wheat,54.88,36.56,84.03,38.83,0
Rice,11.98,26.16,33.53,30.88,0
Soybean,17.79,39.04,80.59,53.13,0
Maize,23.68,35.38,111.44,76.28,0
Maize,58.08,29.52,18.48,66.82,0
Maize,32.15,32.08,63.18,37.22,0
Soybean,28.89,20.3,148.27,58.33,1
Soybean,10.53,35.08,82.25,71.91,0
Soybean,11.91,20.34,64.04,84.94,1
Cotton,29.68,27.48,90.86,64.99,1
Soybean,49.68,27.42,174.48,53.81,1
Soybean,39.75,37.0,247.23,86.56,0
Cotton,25.48,29.04,270.76,46.71,0
Maize,58.62,20.48,176.97,66.03,1
Soybean,13.68,29.7,76.18,30.74,1
Maize,32.82,38.03,119.91,83.09,1
Rice,25.42,24.14,192.72,37.57,1
Rice,54.74,26.54,289.82,33.39,1
Wheat,56.19,28.36,42.81,35.1,1
Soybean,43.81,28.54,205.76,38.0,1
Maize,52.35,38.85,59.02,84.3,1
Maize,59.23,15.87,245.66,41.9,0
Maize,44.44,15.2,55.87,69.51,1
Soybean,14.54,32.64,183.44,73.77,0
Rice,39.29,17.54,251.08,63.51,0
Soybean,54.1,38.73,196.54,85.97,0
Cotton,11.3,34.77,8.49,83.38,1
Maize,29.76,25.03,84.21,35.2,0
Soybean,39.22,38.64,55.05,87.95,1
Maize,31.87,19.65,154.49,75.61,1
Cotton,32.23,38.3,296.51,71.78,0
Soybean,24.15,29.63,253.28,72.25,1
Wheat,36.59,26.27,106.99,83.45,1
Rice,11.98,26.16,33.53,30.88,0
